block,Total Employment
131210113062013,213
131210113062022,17
131210113062025,1
131210113062038,5
131210113062039,157
131210114051001,464
131210114051005,9
131210114051006,149
131210114051007,33
131210114051008,6
131210114051010,1
131210114051011,1
131210114051012,1
131210114051014,8
131210114051015,19
131210114051016,44
131210114051017,1158
131210114051019,42
131210114051021,17
131210114051022,35
131210114051024,8
131210114051028,12
131210114051029,107
131210114051033,564
131210114051037,34
131210114051041,52
131210114051042,36
131210114052002,2
131210114052003,156
131210114052007,2
131210114052008,46
131210114053000,28
131210114053001,673
131210114053002,24
131210114053003,27
131210114053004,25
131210114053005,148
131210114053006,5
131210114053007,7
131210114053011,1
131210114053012,1
131210114053013,110
131210114053016,5
131210114053019,155
131210114053020,28
131210114053023,436
131210114053024,101
131210114053025,45
131210114054000,21
131210114054002,15
131210114054003,33
131210114054004,12
131210114054008,3
131210114054011,53
131210114101000,612
131210114101003,23
131210114101012,29
131210114101014,4
131210114102000,1
131210114102003,45
131210114102004,60
131210114102010,61
131210114102019,4
131210114103000,39
131210114103003,3
131210114103004,2
131210114103005,12
131210114103008,3
131210114103012,1
131210114103017,4
131210114103019,1
131210114111002,3
131210114111003,2
131210114111004,42
131210114111015,1
131210114111020,11
131210114111037,3
131210114112001,1
131210114112004,1
131210114112005,5
131210114112006,1
131210114112007,7
131210114113000,473
131210114113001,3
131210114113002,345
131210114113003,2
131210114113005,95
131210114113007,43
131210114113013,49
131210114113015,5
131210114113017,1
131210114113019,1
131210114113020,2
131210114113022,1
131210114113024,1
131210114114000,40
131210114114001,1
131210114114002,2
131210114115000,34
131210114115002,7
131210114115003,1
131210114115004,76
131210114121001,87
131210114121002,513
131210114121003,27
131210114121004,53
131210114121005,49
131210114121007,1
131210114121008,4
131210114121009,36
131210114121010,200
131210114121012,324
131210114121014,85
131210114121020,1
131210114121022,30
131210114121025,4
131210114121028,2
131210114122000,9
131210114122001,4
131210114122002,8
131210114122003,1861
131210114122006,1510
131210114122007,11
131210114122008,26
131210114122012,4
131210114122014,31
131210114123000,127
131210114123001,994
131210114123002,221
131210114123003,63
131210114123005,74
131210114123006,802
131210114123009,6
131210114123015,1
131210114123016,1412
131210114123019,2
131210114123020,4
131210114123022,104
131210114123028,15
131210114123030,3
131210114123033,7
131210114123034,2
131210114141000,239
131210114141001,2
131210114142001,67
131210114143000,253
131210114143004,10
131210114143005,9
131210114143007,26
131210114144000,2
131210114144001,629
131210114144002,86
131210114144005,329
131210114161000,4
131210114161002,27
131210114161004,29
131210114161007,2
131210114161010,3
131210114161011,1
131210114161012,4
131210114161013,6
131210114161019,12
131210114161020,1
131210114161024,2
131210114162000,63
131210114162001,21
131210114162002,5
131210114162003,2
131210114162006,5
131210114162007,3
131210114162012,5
131210114162013,13
131210114162014,21
131210114163000,976
131210114163002,1637
131210114163003,461
131210114163004,150
131210114171000,3
131210114171001,56
131210114171002,29
131210114171004,6
131210114172000,20
131210114172007,7
131210114172010,426
131210114172013,7
131210114172020,42
131210114172021,15
131210114172024,180
131210114172028,395
131210114172029,65
131210114172030,3
131210114173000,2
131210114173001,220
131210114173002,432
131210114173003,432
131210114173005,6
131210114173008,5
131210114173009,724
131210114174000,76
131210114174001,210
131210114174002,4
131210114174004,6
131210114174006,2
131210114181002,36
131210114181003,46
131210114181004,8
131210114181005,28
131210114181008,6
131210114181009,17
131210114181010,6
131210114181011,4
131210114181014,7
131210114181016,25
131210114181020,3
131210114181022,1
131210114181023,106
131210114182000,3
131210114182001,1
131210114183000,56
131210114183002,9
131210114183003,14
131210114183004,4
131210114183005,10
131210114183006,3
131210114183007,5
131210114184000,29
131210114184003,1
131210114184005,5
131210114184007,4
131210114184008,6
131210114184009,98
131210114184011,19
131210114184013,2
131210114184014,180
131210114184015,54
131210114184016,174
131210114184017,180
131210114184018,23
131210114184019,405
131210114184020,3306
131210114184021,1
131210114184027,31
131210114184028,2
131210114191002,1202
131210114191005,3
131210114191006,133
131210114191008,6
131210114191009,7
131210114191011,119
131210114191013,182
131210114191014,4
131210114192001,97
131210114192002,195
131210114192004,262
131210114192006,1
131210114192007,218
131210114192010,1
131210114192011,10
131210114192014,794
131210114192023,67
131210114192024,23
131210114193001,201
131210114193002,1
131210114193011,1
131210114193014,108
131210114193015,1
131210114193026,8
131210114193031,2
131210114193032,36
131210114193033,247
131210114201001,7
131210114201007,1
131210114201008,39
131210114201009,5
131210114201011,522
131210114201012,397
131210114201013,20
131210114201014,6
131210114201016,4
131210114201022,313
131210114202000,7
131210114202002,11
131210114202013,5
131210114203006,3
131210114203008,8
131210114203009,7
131210114211000,329
131210114211001,4194
131210114211002,8
131210114211003,483
131210114211004,2036
131210114211006,18
131210114211007,62
131210114211013,61
131210114211015,861
131210114211018,198
131210114211020,104
131210114211021,383
131210114211022,242
131210114212000,255
131210114212001,550
131210114212005,48
131210114221001,8
131210114221004,18
131210114221005,24
131210114221006,3
131210114221009,8
131210114221010,58
131210114221011,225
131210114221012,2
131210114221013,54
131210114221016,1
131210114221017,8
131210114221018,1
131210114221022,29
131210114222001,28
131210114222002,3
131210114222005,362
131210114222006,3
131210114222007,28
131210114231000,58
131210114231001,1
131210114231002,15
131210114231003,372
131210114231004,2
131210114231005,5
131210114231006,2
131210114231009,29
131210114231010,164
131210114231012,7
131210114232000,136
131210114232003,1
131210114232004,7
131210114232009,12
131210114232010,1
131210114233000,46
131210114233001,7
131210114233004,36
131210114233006,9
131210114234002,52
131210114234003,4
131210114234004,10
131210114234005,2
131210114234006,4
131210114234007,2
131210114234008,3
131210114234009,2
131210114241000,6
131210114241001,262
131210114241003,3
131210114241007,2
131210114241008,5
131210114241010,18
131210114241012,17
131210114242000,99
131210114242006,1
131210114242007,219
131210114251000,282
131210114251001,1
131210114251002,209
131210114251007,172
131210114252000,321
131210114252002,3
131210114252003,10
131210114252005,49
131210114252008,3
131210114252009,11
131210114252011,1
131210114253000,53
131210114253002,2
131210114253004,1
131210114253005,11
131210114253008,42
131210114253009,13
131210114253010,3
131210114253012,45
131210114253013,8
131210114261001,2
131210114261002,5
131210114261004,3
131210114261007,3
131210114261012,15
131210114261013,6
131210114261014,4
131210114261015,10
131210114261016,16
131210114261017,2
131210114261018,2
131210114261019,5
131210114261021,6
131210114271001,5
131210114271002,4
131210114271003,9
131210114271004,3
131210114271007,145
131210114271010,2
131210114272000,9
131210114272001,3
131210114272003,4
131210114272004,64
131210114272005,5
131210114272010,12
131210114272013,476
131210114272016,115
131210114273000,271
131210114273002,12
131210114273004,15
131210114273008,1
131210114273009,2
131210114273010,2
131210114273014,247
131210114273016,2
131210114273018,1
131210114273021,19
131210114273023,10
131210114273024,136
131210114273032,141
131210114273033,4
131210114273035,728
131210115031001,4
131210115031002,54
131210115031004,4
131210115031005,5
131210115031006,296
131210115031011,27
131210115031014,3
131210115031018,13
131210115031020,10
131210115031021,1
131210115031022,3
131210115031023,20
131210115031025,2
131210115031026,11
131210115031028,11
131210115031031,5
131210115031033,10
131210115032001,24
131210115032003,4
131210115032007,191
131210115032012,25
131210115032015,3
131210115032016,27
131210115032017,15
131210115032018,4
131210115032021,1
131210115032023,9
131210115032028,43
131210115032030,4
131210115032031,5
131210115033001,142
131210115033005,1
131210115033007,2
131210115033009,3
131210115033010,2
131210115033011,391
131210115033012,1222
131210115033013,384
131210115033018,3
131210115033019,2
131210115033024,4
131210115033025,784
131210115033028,2
131210115033029,216
131210115033033,2
131210115033036,81
131210115033037,1
131210115033039,3
131210115033041,1
131210115033042,15
131210115033045,5
131210115033046,1
131210115033047,76
131210115033050,28
131210115033051,5
131210115033053,27
131210115033055,5
131210115033056,3
131210115033057,5
131210115033059,4
131210115033064,163
131210115033065,43
131210115041000,1
131210115041004,6
131210115041007,18
131210115041008,2
131210115041010,6
131210115041014,16
131210115041015,5
131210115041016,2
131210115041017,9
131210115041021,32
131210115041022,52
131210115041023,12
131210115041025,2
131210115041028,4
131210115041029,5
131210115041030,71
131210115041033,1
131210115041035,19
131210115041037,11
131210115041039,1
131210115041040,10
131210115041041,1
131210115041042,15
131210115041043,2
131210115041048,12
131210115042000,5
131210115042001,23
131210115042003,1
131210115042005,25
131210115042007,13
131210115042009,6
131210115042011,251
131210115042013,7
131210115042014,1
131210115042016,10
131210115042017,116
131210115042020,12
131210115042023,12
131210115043000,11
131210115043004,29
131210115043005,66
131210115043006,3
131210115043010,3
131210115043012,81
131210115043013,170
131210115043014,140
131210115043015,3
131210115043016,3
